,論文の発行年,論文が発行された媒体,媒体の巻号,論文タイトル,著者,媒体のページ数
103,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9099 チャールズ・ムーア初期住宅作品の形態分析(作家論:作品論(4),建築歴史・意匠)",鈴木 拓朗,197-198
104,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9100 関西国際空港旅客ターミナルビルにおける「ジオメトリー」と「環境制御技術」による長大空間の設計プロセス 1(作家論:作品論(4),建築歴史・意匠)",安田 幸一 / 奥山 浩文 / 村田 涼 / 内藤 誠人,199-200
105,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9101 関西国際空港旅客ターミナルビルにおける「ジオメトリー」と「環境制御技術」による長大空間の設計プロセス 2(作家論:作品論(4),建築歴史・意匠)",奥山 浩文 / 安田 幸一 / 村田 涼 / 内藤 誠人,201-202
106,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9102 祇園祭『鯉山』の鯉の作者についての一試論 : 彫物師・九山新之丞の可能性(作家論:作品論(4),建築歴史・意匠)",水野 耕嗣,203-204
107,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9103 旧甲子園ホテルの階段がもつ空間特性の考察 : 甲子園会館および建築スタジオにおける階段歩行時の注視に関する研究 その7(作家論:作品論(4),建築歴史・意匠)",鈴木 利友 / 岡崎 甚幸,205-206
108,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9104 堀口捨己の言説における「構成」の意味と建築表現に関する研究(作家論:作品論(5),建築歴史・意匠)",千原 宏一 / 岡河 貢,207-208
109,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9105 東海大学湘南校舎2号館に関する現存図面の分析 : 山田守の設計図面に関する研究 その5(作家論:作品論(5),建築歴史・意匠)",大宮司 勝弘,209-210
110,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9106 近代建築の立面構成に関する研究 : 法政大学55/58年館におけるケーススタディ(作家論:作品論(5),建築歴史・意匠)",石井 翔大 / 安藤 直見 / 種田 元晴,211-212
111,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9107 清家清の住宅作品における空間構成に関する研究(作家論:作品論(5),建築歴史・意匠)",長島 薫 / 岡河 貢,213-214
112,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9108 方向軸の定着と領域的空間の形成 : 空間現象の構造と増田友也の建築(作家論:作品論(5),建築歴史・意匠)",長岡 大樹,215-216
113,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9109 西澤文隆の「コート・ハウス」に関する研究 : 部屋構成と外部空間の相関について(作家論:作品論(6),建築歴史・意匠)",杉村 恵,217-218
114,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9110 白井晟一を通して見た伝統論争の実相とその同時代的評価に関する研究(作家論:作品論(6),建築歴史・意匠)",小林 佐絵子 / 山名 善之,219-220
115,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9111 白井晟一に対する評論における建築家像と作品に関する研究(作家論:作品論(6),建築歴史・意匠)",白川 瑞帆 / 岡河 貢,221-222
116,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9112 板倉準三設計の東急会館に着目した渋谷駅立体的コンコースの変遷に関する考察(作家論:作品論(6),建築歴史・意匠)",波利摩 星也 / 熊谷 亮平 / 山名 善之,223-224
117,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9113 大高正人の千葉文化の森における外構計画に関する考察 : 「人間的空間」と「機械的空間」の関係に着目して(作家論:作品論(6),建築歴史・意匠)",蛭薙 祐矢 / 熊谷 亮平 / 山名 善之,225-226
118,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9114 丹下健三の大東亜建設記念営造計画に関する研究(作家論:作品論(7),建築歴史・意匠)",安部 晋太郎 / 今掛 壽大 / 岡河 貢,227-228
119,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9115 丹下健三における「伝統」の解釈と建築表現に関する研究(作家論:作品論(7),建築歴史・意匠)",百々路 三視郎 / 今掛 壽大 / 岡河 貢,229-230
120,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9116 丹下健三作品におけるル・コルビュジエのモデュロールの需要と展開に関する考察(作家論:作品論(7),建築歴史・意匠)",須藤 仁之介 / 山名 善之 / 熊谷 亮平,231-232
121,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9117 モデュラープランニングによって設計された図書館の家具配置の変化に関する研究 : 鬼頭梓設計の図書館開架スペースにおける竣工時と現状の比較を通して(作家論:作品論(7),建築歴史・意匠)",金田 大輔 / 吉田 将基 / 熊谷 亮平 / 山名 善之,233-234
122,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9118 「面・線・点」の構成に着目した建築形態の分析 : その1 ケーススタディとしてのTEPIAの分析(作家論:作品論(7),建築歴史・意匠)",三中 一樹 / 川島 洋一,235-236
123,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9119 北海道における行幸啓(明治9年から昭和29年行幸啓)宿泊施設について(日本近代:近代和風(1),建築歴史・意匠)",齊藤 絢子 / 角 幸博 / 小澤 丈夫 / 石本 正明,237-238
124,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9120 明治26年建造の唐津市旧大島小太郎邸について : 建設年代・棟梁そして建物の特色(日本近代:近代和風(1),建築歴史・意匠)",中島 綾乃 / 内田 青蔵 / 山田 由香里 / 西 和夫 / 川村 摩理,239-240
125,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9121 明治大正期における大磯町西小磯の別荘建築 : 家屋関連行政文書の分析を通して(日本近代:近代和風(1),建築歴史・意匠)",水沼 淑子,241-242
126,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9122 木村久寿弥太河津別邸について : 近代別荘における「田舎」への志向(日本近代:近代和風(1),建築歴史・意匠)",土屋 和男,243-244
127,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9123 高松城披雲閣の類例について : 比較検討および全国的な位置づけ(日本近代:近代和風(1),建築歴史・意匠)",川村 摩理 / 内田 青蔵 / 西 和夫 / 山田 由香里 / 中島 綾乃,245-246
128,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9124 長崎の近世町家の特徴と変容について : 紺屋町山田家住宅を例として(日本近代:近代和風(2),建築歴史・意匠)",村田 明久,247-248
129,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9125 北海道における遊郭の空間構成と妓楼建築について(日本近代:近代和風(2),建築歴史・意匠)",篠原 航太 / 角 幸博 / 小澤 丈夫 / 石本 正明,249-250
130,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9126 空間構成と意匠の特徴 : 新むつ旅館模型製作のための復元について その2(日本近代:近代和風(2),建築歴史・意匠)",石鉢 幸子 / 鳥山 香織 / 月館 敏栄,251-252
131,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9127 三渓園白雲邸倉について(日本近代:近代和風(2),建築歴史・意匠)",戸田 啓太,253-254
132,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9128 家相図の記述についての易学的、建築学的考察 その1 : 中山道中津川宿間家の家相図について(日本近代:近代和風(2),建築歴史・意匠)",森崎 麻充 / 松本 篤,255-256
133,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9129 名古屋開府三百年記念館の建築について その1 : その建築経緯と設計者について(日本近代:近代和風(3),建築歴史・意匠)",吉橋 龍哉 / 三島 雅博,257-258
134,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9130 名古屋開府三百年記念館の建築について その2 : 設計者鈴木幸右衛門とその造形について(日本近代:近代和風(3),建築歴史・意匠)",三島 雅博 / 吉橋 龍哉,259-260
135,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9131 歌舞伎座建物調査 その1 : 史料調査(日本近代:近代和風(3),建築歴史・意匠)",住谷 覚 / 大澤 秀雄 / 野村 和宣 / 林 章二 / 宮谷 慶一,261-262
136,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9132 歌舞伎座建物調査 その2 : 史料調査における第四期改修の概要(日本近代:近代和風(3),建築歴史・意匠)",林 章二 / 大澤 秀雄 / 野村 和宣 / 住谷 覚 / 宮谷 慶一,263-264
137,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9133 第3期歌舞伎座における耐震性能に関する研究(日本近代:近代和風(3),建築歴史・意匠)",林 優介 / 大村 哲矢,265-266
138,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9134 近世末・近代における都市居住性 : 東京都墨田区民家の地域的特質と変遷を通して(日本近代:住宅(1),建築歴史・意匠)",真鍋 怜子 / 中川 武,267-268
139,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9135 近代住宅の台所設備の集約化傾向について 2 : 戦前期における台所設備の配列型と集約設備の変化(日本近代:住宅(1),建築歴史・意匠)",須崎 文代 / 内田 青蔵,269-270
140,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9136 日本植民地時代(1910～1945)の韓国に於ける生活改善運動の展開 その2 : 近代女性雑誌にみる住生活改善と台所改良について(日本近代:住宅(1),建築歴史・意匠)",金 容範 / 内田 青蔵,271-272
141,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9137 明治10年代の本郷西片町における貸地貸家住宅に関する研究 : その2. 住宅の平面形態について(日本近代:住宅(1),建築歴史・意匠)",亀田 紀子 / 浅野 伸子 / 平井 聖,273-274
142,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9138 近代大阪の貸家経営について : 宅地利用の実態と資金回収(日本近代:住宅(2),建築歴史・意匠)",深田 智恵子 / 谷 直樹,275-276
143,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9139 明治初期における旧長州藩主毛利家東京高輪邸の洋館の建設背景(日本近代:住宅(2),建築歴史・意匠)",山本 昌宏,277-278
144,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9140 諏訪町時代の旧中澤邸について(日本近代:住宅(2),建築歴史・意匠)",白川 葉子,279-280
145,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9141 聞き取りによる小樽・坂牛邸(1927年)の住まい方の変遷(日本近代:住宅(2),建築歴史・意匠)",原 朋教 / 角 幸博 / 東田 秀美 / 遠藤 謙一良,281-282
146,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9142 戦前期北海道における病院建築の外観意匠の変遷について(日本近代:病院,建築歴史・意匠)",横田 淳 / 角 幸博 / 小澤 丈夫 / 石本 正明,283-284
147,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9143 結核療養施設に用いられた『外気小家』導入に至る経緯について(日本近代:病院,建築歴史・意匠)",高松 敬,285-286
148,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9144 瓦町吉田医院及び自邸の研究 : 吉田璋也の後期民藝運動における建築 その2(日本近代:病院,建築歴史・意匠)",木谷 清人,287-288
149,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9145 北海道における日本甜菜製糖旧本社の社宅街について(日本近代:社宅・官舎,建築歴史・意匠)",辻原 万規彦 / 角 哲 / 今村 仁美,289-290
150,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9146 台湾鉱業(株)金瓜石鉱山水南洞社宅街(1935年)について(日本近代:社宅・官舎,建築歴史・意匠)",池上 重康 / 崎山 俊雄 / 砂本 文彦 / 角 哲,291-292
151,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9147 日本製鐵(株)広畑製鐵所社宅街の展開と京見社宅街の施設配置について(日本近代:社宅・官舎,建築歴史・意匠)",角 哲 / 中野 茂夫 / 中江 研,293-294
152,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9148 旧生野鉱山職員官舎の復原について(日本近代:社宅・官舎,建築歴史・意匠)",足立 裕司,295-296
153,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9149 明治20年代前半期における地方高官用官舎の成立 : 明治10～20年代における地方制度改革と地方官舎建築 その3(日本近代:社宅・官舎,建築歴史・意匠)",崎山 俊雄,297-298
154,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9150 花巻温泉遊園地における施設配置計画の変遷について(日本近代:温泉施設,建築歴史・意匠)",安野 彰,299-300
155,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9151 中房温泉における宿泊施設の変容とその契機(日本近代:温泉施設,建築歴史・意匠)",輿 恵理香 / 田村 啓 / 梅干野 成央 / 土本 俊和,301-302
156,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9152 人吉温泉における温泉旅館建築の変遷について : 熊本県人吉温泉の近代化遺産に関する研究 その1(日本近代:温泉施設,建築歴史・意匠)",磯田 節子 / 原田 聰明,303-304
157,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9153 中房温泉の経営者による山小屋の建設計画とその背景(日本近代:温泉施設,建築歴史・意匠)",梅干野 成央 / 堀田 真理子 / 土本 俊和,305-306
158,2011,"学術講演梗概集. F-2, 建築歴史・意匠",2011,"9154 統計資料からみた日本近代における板ガラスの貿易(日本近代:材料,建築歴史・意匠)",宮谷 慶一,307-308
